Transect,Bank,Algae,Bacterial Mat,Chordata,Cnidaria,Coral,Dead Coral,Echinoderm,Hard Bottom,Hydroid,Misc.,Mollusca,Porifera,Soft Bottom,Tunicata
WBAN10-201207315,West FGB,0.379310345,0.006896552,0,0.013793103,0,0,0,0.006896552,0,0,0,0.002298851,0.590804598,0
WBAN11-201207315,West FGB,0.14507772,0.010362694,0,0,0.001727116,0,0,0.046632124,0,0,0,0.013816926,0.78238342,0
WBAN12-201207315,West FGB,0.148820327,0.021778584,0,0.029038113,0,0,0,0.352087114,0.003629764,0,0,0.007259528,0.43738657,0
WBC01-201005203,West FGB,0.63963964,0,0,0,0,0,0,0.228228228,0,0,0,0.012012012,0.12012012,0
WBC02-201005211,West FGB,0.36695279,0,0.002145923,0,0.334763948,0,0,0.083690987,0,0,0,0.002145923,0.210300429,0
WBC03-201005211,West FGB,0.26272578,0,0,0,0.6272578,0,0,0.091954023,0,0,0,0.018062397,0,0
WBC04-201005211,West FGB,0.328616352,0,0,0,0.613207547,0,0,0.048742138,0,0,0,0.001572327,0.007861635,0
WBC05-201005211,West FGB,0.517716535,0,0,0,0.421259843,0,0,0.047244094,0,0,0,0.003937008,0.00984252,0
WBC06-201005211,West FGB,0.183016105,0,0,0,0.773060029,0,0,0.03806735,0,0,0,0.001464129,0.004392387,0
WBCA01-201005202,West FGB,0.029239766,0,0,0.001949318,0,0,0,0,0,0,0,0.007797271,0.961013645,0
WBCA02-201005202,West FGB,0.006802721,0,0,0,0,0,0,0,0,0,0,0,0.993197279,0
WBCA03-201105174,West FGB,0.110204082,0,0.008163265,0,0,0,0,0.073469388,0,0,0,0.016326531,0.791836735,0
WBCA04-201005201,West FGB,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBCA06-201005201,West FGB,0.015,0,0,0,0,0,0,0,0,0,0,0,0.985,0
WBCA07-201005201,West FGB,0.071264368,0,0,0,0,0,0,0,0,0,0,0,0.928735632,0
WBCA08-201005201,West FGB,0.05775076,0,0.003039514,0.003039514,0,0,0,0.006079027,0,0,0,0.006079027,0.924012158,0
WBCA09-201005201,West FGB,0.101876676,0,0,0.002680965,0,0,0,0,0,0,0,0,0.895442359,0
WBCA10-201005201,West FGB,0.101818182,0,0,0,0,0,0,0,0,0,0,0.010909091,0.887272727,0
WBCA11-201005201,West FGB,0.073138298,0,0,0,0.003989362,0,0,0,0,0,0,0.001329787,0.921542553,0
WBCA12-201005201,West FGB,0.13354531,0,0,0,0,0,0,0,0,0,0,0.001589825,0.864864865,0
WBCA13-201005201,West FGB,0.163380282,0,0,0.002816901,0.002816901,0,0,0.001408451,0,0,0,0,0.829577465,0
WBCA14-201005201,West FGB,0.111441308,0,0,0,0,0,0,0,0,0,0,0.001485884,0.887072808,0
WBCA38-201208011,West FGB,0.013297872,0,0,0.002659574,0,0,0,0.002659574,0,0,0,0.013297872,0.968085106,0
WBCA39-201208011,West FGB,0,0,0.003717472,0,0,0,0,0,0,0,0,0,0.996282528,0
WBCA40-201105181,West FGB,0.027713626,0,0,0,0,0,0,0.092378753,0,0,0,0.006928406,0.872979215,0
WBCA41-201105181,West FGB,0.168514412,0.00886918,0,0,0,0,0,0.2172949,0,0,0,0.00443459,0.600886918,0
WBCA42-201105181,West FGB,0.232358003,0.008605852,0,0,0,0,0,0.12908778,0,0,0,0.006884682,0.623063683,0
WBCA46-201105181,West FGB,0.128309572,0,0,0,0,0,0,0.105906314,0,0,0,0.00814664,0.757637475,0
WBCA46-201207318,West FGB,0.130526316,0.008421053,0,0.002105263,0,0,0,0.016842105,0,0,0,0.002105263,0.84,0
WBCA47-201207318,West FGB,0.375,0.020833333,0,0,0,0,0,0.066666667,0,0,0,0.004166667,0.533333333,0
WBCA48-201207318,West FGB,0.201030928,0,0.00257732,0,0,0,0,0.012886598,0,0,0,0,0.783505155,0
WBCA49-201208012,West FGB,0.192816635,0.020793951,0,0,0,0,0,0.015122873,0,0,0,0.017013233,0.754253308,0
WBCA50-201208013,West FGB,0.273603083,0.003853565,0,0,0.003853565,0,0,0.013487476,0,0,0,0.003853565,0.701348748,0
WBCA51-201208014,West FGB,0.288209607,0.004366812,0,0,0,0,0,0.006550218,0,0,0,0.015283843,0.68558952,0
WBCA52-201207317,West FGB,0.083333333,0.006666667,0,0,0,0,0,0,0,0,0,0,0.91,0
WBCA53-201207317,West FGB,0.040506329,0,0,0,0,0,0,0,0,0,0,0,0.959493671,0
WBCA54-201207317,West FGB,0.162471396,0.066361556,0,0,0,0,0,0.004576659,0,0,0,0.009153318,0.757437071,0
WBCA56-201207316,West FGB,0.303303303,0.003003003,0,0,0,0,0,0.042042042,0,0,0,0.003003003,0.648648649,0
WBCA57-201207316,West FGB,0.055555556,0,0,0,0,0,0,0,0,0,0,0.00462963,0.939814815,0
WBCA58-201207316,West FGB,0.233429395,0.014409222,0,0,0,0,0,0.008645533,0,0,0,0.008645533,0.734870317,0
WBCA59-201207316,West FGB,0.184761905,0.007619048,0,0,0,0,0.001904762,0.036190476,0,0,0,0.003809524,0.765714286,0
WBDC01-201005194,West FGB,0.044280443,0,0,0.022140221,0,0,0,0,0,0,0,0,0.933579336,0
WBDC01-201105174,West FGB,0,0,0,0.005454545,0,0,0,0.001818182,0,0,0,0.003636364,0.989090909,0
WBDC04-201005196,West FGB,0.017766497,0,0,0,0,0,0,0.007614213,0,0,0,0,0.974619289,0
WBDC07-201005197,West FGB,0,0,0.002403846,0.012019231,0.002403846,0,0,0,0,0,0,0,0.983173077,0
WBDC08-201005193,West FGB,0.001440922,0,0,0.004322767,0,0,0,0,0,0,0,0.002881844,0.991354467,0
WBDC10-201005198,West FGB,0,0,0,0.003125,0,0,0.0078125,0,0,0,0,0,0.9890625,0
WBDC11-201005191,West FGB,0,0,0,0,0,0,0,0,0,0,0,0.002932551,0.997067449,0
WBDC12-201005191,West FGB,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0.994871795,0
WBDC12-201105175,West FGB,0.124748491,0,0,0.002012072,0,0,0,0.150905433,0,0,0,0.022132797,0.700201207,0
WBDC13-201005199,West FGB,0,0,0,0.002684564,0.001342282,0,0,0,0,0,0,0,0.995973154,0
WBDC14-201005192,West FGB,0,0,0,0.005714286,0,0,0,0,0,0,0,0,0.994285714,0
WBDC15-201005192,West FGB,0,0,0,0.027842227,0,0,0,0,0,0,0,0,0.972157773,0
WBDC23-201105175,West FGB,0,0,0,0.004444444,0,0,0,0,0,0,0,0,0.995555556,0
WBDC24-201105175,West FGB,0.048309179,0,0,0.011272142,0,0,0,0.051529791,0,0,0,0.009661836,0.879227053,0
WBDC25-201105175,West FGB,0,0,0,0.005,0,0,0,0,0,0,0,0,0.995,0
WBDC37-201105182,West FGB,0,0,0,0.008163265,0,0,0,0,0,0,0,0.002040816,0.989795918,0
WBDC58-201105182,West FGB,0,0,0,0.017241379,0,0,0,0.011494253,0,0,0,0.001915709,0.969348659,0
WBDC59-201105182,West FGB,0,0,0,0.023121387,0,0,0,0,0,0,0,0,0.976878613,0
WBDC60-201105182,West FGB,0,0,0,0.00228833,0.00228833,0,0,0,0,0,0,0,0.995423341,0
WBDC61-201105181,West FGB,0.002949853,0,0,0.02359882,0.001474926,0,0,0,0,0,0,0.005899705,0.966076696,0
WBDC62-201208031,West FGB,0.014778325,0,0,0.017241379,0,0,0,0,0,0,0,0.027093596,0.9408867,0
WBDC63-201105181,West FGB,0.005006258,0,0.001251564,0.012515645,0,0,0,0,0,0,0,0.010012516,0.971214018,0
WBDC63-201208019,West FGB,0.003344482,0,0,0.006688963,0,0,0,0,0,0,0,0,0.989966555,0
WBDC64-201105181,West FGB,0,0,0,0.010971787,0,0,0.001567398,0,0,0,0,0,0.987460815,0
WBDC64-201208019,West FGB,0.004040404,0,0,0.004040404,0,0,0,0,0,0,0,0,0.991919192,0
WBDC65-201208019,West FGB,0.082616179,0,0,0.013769363,0,0,0,0.008605852,0,0,0,0.006884682,0.888123924,0
WBDC66-201208019,West FGB,0.009077156,0,0,0.010590015,0,0,0,0,0,0,0,0.001512859,0.97881997,0
WBDC67-201208018,West FGB,0.060333761,0,0,0.015404365,0,0,0,0.002567394,0,0,0,0.006418485,0.915275995,0
WBDC68-201208032,West FGB,0.03646833,0,0,0.001919386,0,0,0,0.001919386,0,0,0,0.011516315,0.948176583,0
WBDC69-201208032,West FGB,0.074742268,0,0,0.00257732,0,0,0,0.007731959,0,0,0,0.005154639,0.909793814,0
WBDC71-201208032,West FGB,0.015037594,0,0,0,0.003759398,0,0,0,0,0,0,0,0.981203008,0
WBDC77-201208017,West FGB,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBDC79-201208015,West FGB,0.028846154,0,0,0.031593407,0.004120879,0,0.004120879,0.001373626,0,0,0,0.002747253,0.927197802,0
WBDC80-201208015,West FGB,0.002183406,0,0,0.015283843,0,0,0.002183406,0.002183406,0,0,0,0.002183406,0.975982533,0
WBDC83-201208016,West FGB,0.007832898,0,0,0.049608355,0,0,0.002610966,0,0,0,0,0.002610966,0.937336815,0
WBDC84-201208034,West FGB,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBDC85-201208033,West FGB,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBSB00-201105174,West FGB,0.002222222,0,0,0.002222222,0,0,0,0.006666667,0,0,0,0,0.988888889,0
WBSB01-201005194,West FGB,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBSB07-201005193,West FGB,0,0,0,0.004285714,0,0,0,0,0,0,0,0,0.995714286,0
WBSB13-201005203,West FGB,0,0,0,0,0,0,0,0,0,0,0,0,1,0
